,scores,labels,predicted_emotion_idx,predicted_emotion_score,predicted_emotion_label
gold_02581,"[0.00934763252735138, 0.020712967962026596, 0.005179779604077339, 0.795891523361206, 0.040844183415174484, 0.00012823488214053214, 0.06412120163440704, 0.0631028264760971, 0.0006716689094901085]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.795891523361206,开心/happy
gold_02582,"[0.30180037021636963, 0.442622572183609, 0.006415737792849541, 0.03656337410211563, 0.15606486797332764, 0.00860780943185091, 0.017065128311514854, 0.017538340762257576, 0.013321805745363235]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",1,0.442622572183609,厌恶/disgusted
gold_02583,"[0.12785500288009644, 0.020586052909493446, 0.014383755624294281, 0.41668111085891724, 0.03569573536515236, 0.00011879662633873522, 0.03387225419282913, 0.3485264480113983, 0.0022808376234024763]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.41668111085891724,开心/happy
gold_02584,"[0.0002266784431412816, 0.00021976629795972258, 0.0003117515589110553, 0.00027729314751923084, 0.9970985651016235, 4.851942321693059e-06, 0.0013187638251110911, 0.0005217750440351665, 2.0610124920494854e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9970985651016235,中立/neutral
gold_02585,"[9.372019849251956e-05, 8.752711437409744e-05, 0.00032135145738720894, 0.001122280489653349, 0.9962602853775024, 1.6449097302029259e-06, 0.0008533594664186239, 0.0010537125635892153, 0.00020620696886908263]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9962602853775024,中立/neutral
gold_02586,"[0.15339921414852142, 0.008776945061981678, 0.009306500665843487, 0.426224946975708, 0.16198019683361053, 8.680744940647855e-05, 0.051183588802814484, 0.18861477077007294, 0.00042710808338597417]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.426224946975708,开心/happy
gold_02587,"[0.00248120934702456, 0.0020492831245064735, 0.0014044031267985702, 0.1519978642463684, 0.8210738897323608, 0.00012964547204319388, 0.015899300575256348, 0.003593192668631673, 0.0013711402425542474]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8210738897323608,中立/neutral
gold_02588,"[0.002632704796269536, 0.007117976900190115, 0.000852728437166661, 0.010963140986859798, 0.9668076634407043, 0.00023246981436386704, 0.0059046270325779915, 0.0022210325114428997, 0.003267662599682808]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9668076634407043,中立/neutral
gold_02589,"[0.051008738577365875, 0.03710813447833061, 0.030686471611261368, 0.20825836062431335, 0.3227510452270508, 0.0005463208653964102, 0.1418255865573883, 0.1940600574016571, 0.01375537272542715]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.3227510452270508,中立/neutral
gold_02590,"[0.0001456464669900015, 9.540012251818553e-05, 0.00014658999862149358, 0.0035514761693775654, 0.9951104521751404, 2.0969391698599793e-06, 0.00035183425643481314, 0.0005708492826670408, 2.5700799596961588e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9951104521751404,中立/neutral
gold_02591,"[0.0011574120726436377, 0.0013815738493576646, 0.0035594019573181868, 0.26357001066207886, 0.7066012024879456, 0.00027190017863176763, 0.01378684863448143, 0.0025267803575843573, 0.007144801784306765]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7066012024879456,中立/neutral
gold_02592,"[0.005301987286657095, 0.00645105354487896, 0.03170619159936905, 0.12028270959854126, 0.3766290843486786, 0.00789002887904644, 0.033688388764858246, 0.003448644420132041, 0.4146019518375397]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",8,0.4146019518375397,<unk>
gold_02593,"[0.1142907440662384, 0.005401459988206625, 0.0034244575072079897, 0.4334714114665985, 0.3244408965110779, 0.0005187285132706165, 0.1062706857919693, 0.012113100849092007, 6.853913509985432e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.4334714114665985,开心/happy
gold_02594,"[0.0005961496499367058, 0.00026326882652938366, 0.00035450622090138495, 0.0034608542919158936, 0.9915873408317566, 1.324449749517953e-05, 0.002797148423269391, 0.0008196366252377629, 0.00010792502871481702]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9915873408317566,中立/neutral
gold_02595,"[0.2671665847301483, 0.004472160246223211, 0.004083387553691864, 0.24173720180988312, 0.4548319876194, 0.0005156425759196281, 0.013928040862083435, 0.012967383489012718, 0.000297659746138379]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.4548319876194,中立/neutral
gold_02596,"[0.002529554534703493, 0.0020381908398121595, 0.009616890922188759, 0.05892106145620346, 0.7459201812744141, 6.422262686101021e-06, 0.005796030629426241, 0.17492686212062836, 0.00024473690427839756]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7459201812744141,中立/neutral
gold_02597,"[0.0004607573209796101, 0.0011440492235124111, 0.0008208323270082474, 0.012266403064131737, 0.002738406416028738, 3.128389636231077e-08, 0.0033638847526162863, 0.9791672229766846, 3.8457641494460404e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9791672229766846,吃惊/surprised
gold_02598,"[5.520700142369606e-06, 1.795747084543109e-05, 2.4665892851771787e-05, 0.9930663108825684, 0.00012358590902294964, 4.021305954893251e-09, 1.7659283912507817e-05, 0.006744165439158678, 8.457354994106936e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9930663108825684,开心/happy
gold_02599,"[0.16852129995822906, 0.009351003915071487, 0.015664059668779373, 0.2777220904827118, 0.049350306391716, 0.0003463418106548488, 0.3983552157878876, 0.08010372519493103, 0.0005859187804162502]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.3983552157878876,难过/sad
gold_02600,"[0.0012759283417835832, 0.0721648633480072, 0.004611533135175705, 0.8571068644523621, 0.0037362040020525455, 9.57157026277855e-05, 0.002572137163951993, 0.05448001250624657, 0.003956739325076342]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8571068644523621,开心/happy
gold_02601,"[0.0006549250101670623, 0.000687045743688941, 0.0006916666752658784, 0.043432485312223434, 0.9340013265609741, 1.9861554392264225e-06, 0.0037891303654760122, 0.01673789881169796, 3.459449999354547e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9340013265609741,中立/neutral
gold_02602,"[0.9571225643157959, 0.0030493445228785276, 0.004317554645240307, 0.005647141486406326, 0.003725864225998521, 0.00022885452199261636, 0.017490457743406296, 0.008324134163558483, 9.412319195689633e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9571225643157959,生气/angry
gold_02603,"[0.9899536371231079, 0.0024917093105614185, 0.00027421244885772467, 0.0008832865278236568, 0.0004459460324142128, 1.200304086523829e-05, 0.00011116068344563246, 0.005194790195673704, 0.0006331386975944042]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9899536371231079,生气/angry
gold_02604,"[0.004996778443455696, 0.011124717071652412, 0.01528302114456892, 0.4250554144382477, 0.39132431149482727, 0.00011406520934542641, 0.03602905198931694, 0.11335477977991104, 0.002717785770073533]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.4250554144382477,开心/happy
gold_02605,"[0.4165746569633484, 0.07643959671258926, 0.013600768521428108, 0.03401029855012894, 0.3177996277809143, 0.0033914013765752316, 0.08280928432941437, 0.03383971378207207, 0.02153465710580349]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.4165746569633484,生气/angry
gold_02606,"[0.006149720400571823, 0.005998700857162476, 0.010494591668248177, 0.17425908148288727, 0.6796187162399292, 0.0004227626195643097, 0.08161129802465439, 0.018630577251315117, 0.022814536467194557]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.6796187162399292,中立/neutral
gold_02607,"[0.04257756844162941, 0.006868046708405018, 0.001298681367188692, 0.8775339126586914, 0.04654703661799431, 7.724897295702249e-05, 0.005662999581545591, 0.019422275945544243, 1.2293756299186498e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8775339126586914,开心/happy
gold_02608,"[0.0007782141910865903, 0.0006615927559323609, 0.0007658854010514915, 0.0030125428456813097, 0.9846847057342529, 8.461222023470327e-06, 0.005210573785007, 0.004368607420474291, 0.0005093413637951016]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9846847057342529,中立/neutral
gold_02609,"[0.0015734487678855658, 0.0015757139772176743, 0.0025078956969082355, 0.015093854628503323, 0.9717650413513184, 0.0002258714521303773, 0.004228023812174797, 0.001800384372472763, 0.001229773974046111]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9717650413513184,中立/neutral
gold_02610,"[8.36389372125268e-05, 0.00029542777338065207, 0.00039506220491603017, 0.001007239567115903, 0.9781806468963623, 4.70448394480627e-05, 0.00058383570285514, 8.763714140513912e-05, 0.019319526851177216]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9781806468963623,中立/neutral
gold_02611,"[8.756763236306142e-06, 1.4699726307298988e-05, 1.1584595995373093e-05, 7.768120121909305e-05, 2.2134792743599974e-05, 3.1392037407040885e-12, 7.014318543951958e-05, 0.9997950196266174, 5.013134085629645e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9997950196266174,吃惊/surprised
gold_02612,"[0.004347592126578093, 0.015397582203149796, 0.0012639519991353154, 0.024090683087706566, 0.9217788577079773, 0.0006547043449245393, 0.027733612805604935, 0.002757162554189563, 0.001975815277546644]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9217788577079773,中立/neutral
gold_02613,"[0.008919422514736652, 0.001991730183362961, 0.0031256801448762417, 0.41597452759742737, 0.09286577254533768, 1.5106204500625608e-06, 0.006753839086741209, 0.47035372257232666, 1.376591080770595e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.47035372257232666,吃惊/surprised
gold_02614,"[0.0028087696991860867, 0.0002814647159539163, 0.0007102778763510287, 0.9797003865242004, 0.006665974389761686, 3.0127102945698425e-05, 0.007877114228904247, 0.0019138777861371636, 1.2053558748448268e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9797003865242004,开心/happy
gold_02615,"[0.993226945400238, 0.00024023956211749464, 0.0013085618847981095, 0.001062373979948461, 0.0016886215889826417, 0.000104110426036641, 0.001531503046862781, 0.0008000390371307731, 3.7503992643905804e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.993226945400238,生气/angry
gold_02616,"[5.1215603889431804e-05, 1.6097577827167697e-05, 6.070358722354285e-06, 2.1477761038113385e-05, 0.00031415518606081605, 1.3277564221425564e-06, 0.9995868802070618, 2.861230768758105e-06, 1.0022574770118808e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9995868802070618,难过/sad
gold_02617,"[0.0009877277771010995, 0.0008791012805886567, 0.001728347851894796, 0.1931624710559845, 0.7778692841529846, 0.00010161759564653039, 0.016249848529696465, 0.002558284206315875, 0.006463376339524984]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7778692841529846,中立/neutral
gold_02618,"[1.2297755347390193e-06, 3.0571814022550825e-06, 4.414655450091232e-06, 0.9999417066574097, 5.534995125344722e-06, 4.352114402195184e-08, 1.1112601896456908e-05, 3.292156179668382e-05, 4.148889232169495e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999417066574097,开心/happy
gold_02619,"[2.7571620648814132e-06, 1.998780362555408e-06, 2.753184162429534e-06, 1.1228561561438255e-05, 1.3380206837609876e-05, 3.61298305051605e-07, 0.9999666213989258, 8.000081948011939e-07, 5.198914010406952e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9999666213989258,难过/sad
gold_02620,"[0.000936706259381026, 0.0001459774939576164, 0.00022076616005506366, 0.00041066372068598866, 0.009280421771109104, 2.0108195712964516e-06, 0.9884334206581116, 0.0005699446774087846, 7.390779899196787e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9884334206581116,难过/sad
gold_02621,"[0.0009046167251653969, 0.0004173386259935796, 0.0006444641039706767, 0.0027105328626930714, 0.013488112017512321, 3.101694164797664e-05, 0.9811734557151794, 0.0006033792742528021, 2.7084901375928894e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9811734557151794,难过/sad
gold_02622,"[7.085022843966726e-06, 2.760621464403812e-05, 3.48957946698647e-05, 0.00018974316481035203, 0.9991699457168579, 9.561297247273615e-07, 0.00015390287444461137, 3.177146936650388e-05, 0.0003840868012048304]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9991699457168579,中立/neutral
gold_02623,"[0.03134102374315262, 0.006765705067664385, 0.0024285053368657827, 0.02074567787349224, 0.8840378522872925, 0.00012407790927682072, 0.039638061076402664, 0.014604678377509117, 0.00031450457754544914]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8840378522872925,中立/neutral
gold_02624,"[0.10351869463920593, 0.07136266678571701, 0.01135981921106577, 0.039278656244277954, 0.703986406326294, 0.004073972348123789, 0.030677076429128647, 0.01996932551264763, 0.015773318707942963]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.703986406326294,中立/neutral
gold_02625,"[0.010605691000819206, 0.008256523869931698, 0.004873066209256649, 0.06896531581878662, 0.037008482962846756, 0.00014278595335781574, 0.8436810970306396, 0.024950968101620674, 0.0015161591582000256]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.8436810970306396,难过/sad
gold_02626,"[0.4295116364955902, 0.010439601726830006, 0.04183342307806015, 0.09337462484836578, 0.07413437962532043, 0.0016939820488914847, 0.2910403609275818, 0.05225986987352371, 0.005712153855711222]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.4295116364955902,生气/angry
gold_02627,"[0.00742572033777833, 0.0016160184750333428, 0.0011081667616963387, 0.9606531858444214, 0.008736825548112392, 0.00011130515486001968, 0.015478131361305714, 0.004271786659955978, 0.0005989501369185746]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9606531858444214,开心/happy
gold_02628,"[0.0016847338993102312, 0.001068040495738387, 0.004401287995278835, 0.3293200731277466, 0.652517557144165, 0.0003519706951919943, 0.007736896630376577, 0.0018780177924782038, 0.0010413863928988576]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.652517557144165,中立/neutral
gold_02629,"[1.1047711268474814e-05, 1.3447153150991653e-06, 1.2117849337300868e-06, 0.0004263374721631408, 0.9995488524436951, 1.3430682344051093e-08, 3.29608474203269e-06, 7.78429694037186e-06, 1.4541501336395868e-10]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9995488524436951,中立/neutral
gold_02630,"[0.001158130937255919, 0.00041491922456771135, 0.0006323559209704399, 0.0032730414532124996, 0.9876526594161987, 4.0282866393681616e-06, 0.0016455617733299732, 0.005181581247597933, 3.7882928154431283e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9876526594161987,中立/neutral
gold_02631,"[0.0007867506938055158, 0.0006840327987447381, 0.0005148857017047703, 0.13214081525802612, 0.85821533203125, 3.611283318605274e-05, 0.0063904207199811935, 0.0012189251137897372, 1.2694581528194249e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.85821533203125,中立/neutral
gold_02632,"[0.36041849851608276, 0.01367311179637909, 0.03423449024558067, 0.41576287150382996, 0.10021985322237015, 0.0024030846543610096, 0.0261833593249321, 0.0453716516494751, 0.0017331044655293226]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.41576287150382996,开心/happy
gold_02633,"[0.9481934905052185, 9.582311031408608e-05, 0.044740136712789536, 0.00100108259357512, 0.0012645811075344682, 0.00010311719961464405, 0.00030874990625306964, 0.0028479555621743202, 0.0014450234593823552]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9481934905052185,生气/angry
gold_02634,"[0.005251473281532526, 0.004457875620573759, 0.002781872171908617, 0.5373981595039368, 0.38983383774757385, 2.991458859469276e-05, 0.02192973718047142, 0.03829430043697357, 2.281723209307529e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.5373981595039368,开心/happy
gold_02635,"[0.00010048950935015455, 4.57840105809737e-05, 2.5857680157059804e-05, 0.004251744598150253, 0.9953032732009888, 3.36390712618595e-07, 6.143796781543642e-05, 0.00021105258201714605, 3.7560479171361294e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9953032732009888,中立/neutral
gold_02636,"[0.0075486223213374615, 0.006045665591955185, 0.01711224764585495, 0.13339191675186157, 0.5316979885101318, 6.636559555772692e-05, 0.07620023936033249, 0.16813592612743378, 0.05980094149708748]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.5316979885101318,中立/neutral
gold_02637,"[0.0006484442274086177, 0.001257748226635158, 0.002530425088480115, 0.04624189808964729, 0.9153621792793274, 0.0002197607682319358, 0.011020935140550137, 0.0015738640213385224, 0.021144680678844452]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9153621792793274,中立/neutral
gold_02638,"[0.03130590543150902, 0.012870808131992817, 0.5393904447555542, 0.0478702038526535, 0.14794066548347473, 0.06893305480480194, 0.11098666489124298, 0.006678777746856213, 0.03402348607778549]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",2,0.5393904447555542,恐惧/fearful
gold_02639,"[0.011504597961902618, 0.009541540406644344, 0.0038393265567719936, 0.0035432649310678244, 0.016653576865792274, 0.00031769118504598737, 0.9475769400596619, 0.006081508006900549, 0.0009415293461643159]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9475769400596619,难过/sad
gold_02640,"[0.0014827892882749438, 0.0013163222465664148, 0.0029885044787079096, 0.005551828537136316, 0.9403061270713806, 1.2673771379922982e-05, 0.028934892266988754, 0.018238680437207222, 0.0011682137846946716]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9403061270713806,中立/neutral
gold_02641,"[0.004808207042515278, 0.0031940906774252653, 0.004042611923068762, 0.11624951660633087, 0.8171921968460083, 4.339925726526417e-05, 0.025052625685930252, 0.029072662815451622, 0.0003446219488978386]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8171921968460083,中立/neutral
gold_02642,"[2.6976894673680363e-07, 4.560831428079837e-07, 7.517510312027298e-07, 0.9999866485595703, 9.588684406480752e-06, 3.441864038222775e-08, 6.917547921148071e-07, 1.5962269799274509e-06, 7.967239668005277e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999866485595703,开心/happy
gold_02643,"[0.0054386393167078495, 0.006442482117563486, 0.0043961843475699425, 0.6400820016860962, 0.22380487620830536, 3.421931978664361e-05, 0.04417603835463524, 0.07539599388837814, 0.00022951285063754767]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6400820016860962,开心/happy
gold_02644,"[0.010531463660299778, 0.0062591745518147945, 0.004166307393461466, 0.12461628019809723, 0.7306862473487854, 3.149491749354638e-05, 0.04274801164865494, 0.0803685337305069, 0.0005923960125073791]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7306862473487854,中立/neutral
gold_02645,"[0.9999792575836182, 2.6912761086350656e-07, 1.6205841291139222e-07, 2.92298182102968e-06, 1.5042955965327565e-05, 8.209353552501852e-08, 1.3443914212984964e-06, 8.510735369782196e-07, 4.202389103369342e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9999792575836182,生气/angry
gold_02646,"[0.13779744505882263, 0.01756151393055916, 0.018544835969805717, 0.12344121932983398, 0.2446136623620987, 0.00010970164294121787, 0.05757211148738861, 0.39496174454689026, 0.005397779401391745]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.39496174454689026,吃惊/surprised
gold_02647,"[0.06822466850280762, 0.016696495935320854, 0.01856083795428276, 0.14825384318828583, 0.13325481116771698, 6.0590031353058293e-05, 0.07542475312948227, 0.5376008152961731, 0.0019232378108426929]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.5376008152961731,吃惊/surprised
gold_02648,"[0.013341297395527363, 0.010315428487956524, 0.009492103941738605, 0.1973830610513687, 0.05720440298318863, 1.3251613381726202e-05, 0.0661325603723526, 0.6449959874153137, 0.0011219418374821544]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.6449959874153137,吃惊/surprised
gold_02649,"[0.007451479323208332, 0.010464982129633427, 0.003835601732134819, 0.01745493896305561, 0.9232074022293091, 0.00023026879352983087, 0.018142219632864, 0.01342068612575531, 0.005792262032628059]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9232074022293091,中立/neutral
gold_02650,"[0.002151538385078311, 0.014115170575678349, 0.002406290266662836, 0.008466953411698341, 0.5957415699958801, 0.0014992939541116357, 0.34670397639274597, 0.0013933675363659859, 0.027521857991814613]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.5957415699958801,中立/neutral
gold_02651,"[0.001287583028897643, 0.0009194843587465584, 0.005682214628905058, 0.05592137575149536, 0.8781470656394958, 0.00014221442688722163, 0.054283712059259415, 0.0034315595403313637, 0.0001847998209996149]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8781470656394958,中立/neutral
