,scores,labels,predicted_emotion_idx,predicted_emotion_score,predicted_emotion_label
gold_00719,"[0.0002707437379285693, 0.0008035784121602774, 0.0008691471884958446, 0.013269740156829357, 0.9694804549217224, 3.2114759960677475e-05, 0.004643772728741169, 0.0016985435504466295, 0.008931842632591724]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9694804549217224,中立/neutral
gold_00720,"[3.783004132174028e-08, 2.5210082910120946e-09, 1.9305586018703025e-09, 1.6713306294491304e-08, 1.0, 1.4847333432155274e-11, 3.83600919917626e-08, 5.234926270247797e-09, 1.0896426989870367e-11]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,1.0,中立/neutral
gold_00721,"[5.561863872571848e-06, 4.463967343326658e-06, 1.2737864381051622e-05, 0.00034195565967820585, 0.9995821118354797, 2.9601442292914726e-06, 4.5954839151818305e-05, 1.6781901877038763e-06, 2.5817309960984858e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9995821118354797,中立/neutral
gold_00722,"[5.849545345881779e-07, 5.664504101332568e-07, 5.269777147987043e-07, 4.147373601881554e-06, 0.9999871253967285, 3.882509602703976e-08, 6.747855422872817e-06, 2.7019802928407444e-07, 1.6554807302782137e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999871253967285,中立/neutral
gold_00723,"[0.19490964710712433, 0.005464616231620312, 0.010232627391815186, 0.5337588787078857, 0.16557124257087708, 0.0009182952344417572, 0.06774718314409256, 0.02119128592312336, 0.00020629049686249346]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.5337588787078857,开心/happy
gold_00724,"[6.0093411775596905e-06, 1.5576641089865007e-05, 1.856836570368614e-05, 0.00019163919205311686, 0.9992052912712097, 5.010707809560699e-06, 3.4711752959992737e-05, 2.3091483853932004e-06, 0.0005209203809499741]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9992052912712097,中立/neutral
gold_00725,"[0.03048590011894703, 0.011821337044239044, 0.022745884954929352, 0.022904768586158752, 0.14561215043067932, 0.0002943277941085398, 0.700211763381958, 0.06326226145029068, 0.00266153528355062]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.700211763381958,难过/sad
gold_00726,"[0.04902056232094765, 0.00797509029507637, 0.01105425227433443, 0.06442264467477798, 0.3583819270133972, 0.00020339578622952104, 0.4586842358112335, 0.04973714053630829, 0.0005207046633586287]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.4586842358112335,难过/sad
gold_00727,"[1.842364508775063e-05, 2.0180130377411842e-05, 0.00013095188478473574, 0.0001378012530039996, 0.9991457462310791, 3.832685251836665e-06, 0.00047260886640287936, 2.764806959021371e-05, 4.282315057935193e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9991457462310791,中立/neutral
gold_00728,"[0.04052502661943436, 0.019754445180296898, 0.009232385084033012, 0.08635815978050232, 0.4363248944282532, 7.922136865090579e-05, 0.23874542117118835, 0.16866321861743927, 0.00031721536652185023]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.4363248944282532,中立/neutral
gold_00729,"[0.0001863741927081719, 0.0002593908866401762, 0.00014617019041907042, 0.9903821349143982, 0.001495592761784792, 6.406533543668047e-07, 0.0011155647225677967, 0.006413117982447147, 9.73418309513363e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9903821349143982,开心/happy
gold_00730,"[0.001415415434166789, 0.0032221602741628885, 0.0016153734177350998, 0.8487983345985413, 0.13553746044635773, 0.000134362475364469, 0.00485739391297102, 0.004305297043174505, 0.00011416339839342982]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8487983345985413,开心/happy
gold_00731,"[1.653745312069077e-05, 3.478991857264191e-05, 1.4274377463152632e-05, 0.9997931122779846, 9.302117541665211e-05, 3.90694822272053e-06, 1.715979669825174e-05, 2.3216716726892628e-05, 3.975204890593886e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9997931122779846,开心/happy
gold_00732,"[0.008413610979914665, 0.005374039523303509, 0.025292348116636276, 0.013391243293881416, 0.2062046080827713, 6.87760257278569e-05, 0.6479409337043762, 0.0920460894703865, 0.0012683265376836061]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.6479409337043762,难过/sad
gold_00733,"[0.04649864137172699, 0.009382781572639942, 0.006746936123818159, 0.034319546073675156, 0.05749461054801941, 4.20407232013531e-05, 0.704586386680603, 0.14046186208724976, 0.0004672013164963573]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.704586386680603,难过/sad
gold_00734,"[0.01945413276553154, 0.00451337406411767, 0.004314547870308161, 0.8134067058563232, 0.1091204583644867, 0.00020034328917972744, 0.028568660840392113, 0.01980559341609478, 0.0006162368226796389]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8134067058563232,开心/happy
gold_00735,"[0.011162349954247475, 0.006898867432028055, 0.0063940417021512985, 0.042437128722667694, 0.8563014268875122, 5.836076888954267e-05, 0.01643478311598301, 0.05978921800851822, 0.0005238127778284252]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8563014268875122,中立/neutral
gold_00736,"[0.0012394246878102422, 0.0004909725394099951, 0.000370341440429911, 0.0631491169333458, 0.9239330291748047, 8.780706593825016e-06, 0.008517694659531116, 0.002289564348757267, 9.630177828512387e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9239330291748047,中立/neutral
gold_00737,"[0.07330251485109329, 0.07276610285043716, 0.011968953534960747, 0.30767613649368286, 0.38029956817626953, 0.004144506063312292, 0.05702880769968033, 0.03115849569439888, 0.061655014753341675]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.38029956817626953,中立/neutral
gold_00738,"[0.004542666953057051, 0.005730731412768364, 0.006761550437659025, 0.41103190183639526, 0.1340104043483734, 8.392752533836756e-06, 0.022945573553442955, 0.41414958238601685, 0.0008191828965209424]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.41414958238601685,吃惊/surprised
gold_00739,"[0.9997318387031555, 2.594322540971916e-05, 2.8436040793167194e-06, 2.2092313884058967e-05, 0.00017458426009397954, 4.650450136978179e-06, 3.174522134941071e-05, 6.1079363149474375e-06, 1.8639731536040927e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9997318387031555,生气/angry
gold_00740,"[0.015876339748501778, 0.0022168296854943037, 0.004407004453241825, 0.03061990812420845, 0.062266282737255096, 1.4172422197589185e-05, 0.807839572429657, 0.07665964215993881, 0.00010019361798185855]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.807839572429657,难过/sad
gold_00741,"[0.0012277382193133235, 0.00038197694811969995, 0.0005343511584214866, 0.8984883427619934, 0.002193029038608074, 3.0067900524954894e-07, 0.0012403827859088778, 0.09592781215906143, 6.069994469726225e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8984883427619934,开心/happy
gold_00742,"[0.0001232802460435778, 0.00011821030057035387, 4.1636441892478615e-05, 8.713155693840235e-05, 0.9980713725090027, 3.157116589136422e-05, 0.0014921025140210986, 1.1489761163829826e-05, 2.319557279406581e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9980713725090027,中立/neutral
gold_00743,"[0.0966624990105629, 0.010358639992773533, 0.0021917696576565504, 0.03863254562020302, 0.8385642766952515, 0.00047440212802030146, 0.004261170048266649, 0.007656892295926809, 0.0011977829271927476]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8385642766952515,中立/neutral
gold_00744,"[4.0836664993548766e-05, 3.0311426598927937e-05, 3.9948550693225116e-05, 0.9980984330177307, 7.561090751551092e-05, 1.0861177912602216e-07, 3.9141144952736795e-05, 0.001674407860264182, 1.1448240684330813e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9980984330177307,开心/happy
gold_00745,"[0.024288011714816093, 0.0056952559389173985, 0.006245748605579138, 0.568181574344635, 0.041557516902685165, 1.4522041965392418e-05, 0.01836225762963295, 0.3352428078651428, 0.0004122495010960847]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.568181574344635,开心/happy
gold_00746,"[0.009089585393667221, 0.006683419458568096, 0.005524024832993746, 0.15920700132846832, 0.7776221036911011, 0.0002504685253370553, 0.016745297238230705, 0.01897907257080078, 0.005898918490856886]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7776221036911011,中立/neutral
gold_00747,"[0.001902137533761561, 0.004061900544911623, 0.0025231761392205954, 0.9240836501121521, 0.04674462229013443, 0.0009928346844390035, 0.0171397365629673, 0.0019214526982977986, 0.0006305084098130465]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9240836501121521,开心/happy
gold_00748,"[4.962537786923349e-06, 1.200156589220569e-06, 2.4533283067285083e-06, 7.829764217603952e-05, 0.9999047517776489, 4.0521516808667e-08, 3.854147053061752e-06, 4.256540250935359e-06, 1.4884679444548965e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999047517776489,中立/neutral
gold_00749,"[0.00011809015995822847, 0.0005198882427066565, 0.0004170651955064386, 0.9855179786682129, 0.012410941533744335, 0.00010283615119988099, 0.0004205619916319847, 0.000255143124377355, 0.00023740212782286108]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9855179786682129,开心/happy
gold_00750,"[0.04918444901704788, 0.010869172401726246, 0.005114221945405006, 0.8499769568443298, 0.05914429947733879, 0.0007195785874500871, 0.007942468859255314, 0.01632913015782833, 0.0007196478545665741]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8499769568443298,开心/happy
gold_00751,"[7.630670317837485e-09, 3.941383397432219e-08, 2.6174969747216892e-08, 0.9999995231628418, 5.8212852316330554e-09, 3.4688468764088043e-10, 2.4633433781673375e-07, 1.847688224643207e-07, 9.910094966869565e-11]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999995231628418,开心/happy
gold_00752,"[0.15891216695308685, 0.052803974598646164, 0.021300112828612328, 0.3003464937210083, 0.20341822504997253, 0.0017072049668058753, 0.16691359877586365, 0.08930885046720505, 0.005289366003125906]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.3003464937210083,开心/happy
gold_00753,"[0.010263913311064243, 0.0015062994789332151, 0.0003905497142113745, 0.03786269575357437, 0.9448385238647461, 2.770774153759703e-05, 0.0017051688628271222, 0.003395736450329423, 9.396261702931952e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9448385238647461,中立/neutral
gold_00754,"[0.00957467406988144, 0.0010343705071136355, 0.0016043210634961724, 0.8126005530357361, 0.16303160786628723, 0.00014826899860054255, 0.00815585721284151, 0.003675344167277217, 0.00017497834051027894]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8126005530357361,开心/happy
gold_00755,"[6.81247329339385e-05, 0.00048532045911997557, 6.462789315264672e-05, 0.9982328414916992, 0.00010873933206312358, 1.224464904225897e-05, 7.152032048907131e-05, 0.0002021329855779186, 0.000754444336052984]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9982328414916992,开心/happy
gold_00756,"[0.022494470700621605, 0.009274761192500591, 0.004457327537238598, 0.8309745192527771, 0.05145052820444107, 8.169873763108626e-05, 0.014177940785884857, 0.06690137833356857, 0.0001872913708211854]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8309745192527771,开心/happy
gold_00757,"[0.21506957709789276, 0.0030685144010931253, 0.388054221868515, 0.006507131736725569, 0.06113838776946068, 0.01111780758947134, 0.30675163865089417, 0.006743648089468479, 0.0015491098165512085]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",2,0.388054221868515,恐惧/fearful
gold_00758,"[6.205124373082072e-05, 0.00032190827187150717, 0.0010370576055720448, 0.0004888830590061843, 0.9907982349395752, 1.3477319953381084e-06, 0.0014474713243544102, 0.0037221587263047695, 0.0021209120750427246]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9907982349395752,中立/neutral
gold_00759,"[7.06491046003066e-05, 0.0009890161454677582, 0.002528721233829856, 0.9841922521591187, 0.005638711620122194, 6.588750693481416e-05, 0.000981076736934483, 0.002134334994480014, 0.003399388398975134]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9841922521591187,开心/happy
gold_00760,"[0.011838478036224842, 0.0023590284399688244, 0.003155634505674243, 0.5202983021736145, 0.07798290252685547, 2.5398564957868075e-06, 0.014599040150642395, 0.3697492778301239, 1.4776859643461648e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.5202983021736145,开心/happy
gold_00761,"[0.8343486189842224, 0.0067769852466881275, 0.023877518251538277, 0.009451054967939854, 0.012592330574989319, 0.00103349843993783, 0.096309594810009, 0.015406783670186996, 0.0002036323567153886]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.8343486189842224,生气/angry
gold_00762,"[0.24516786634922028, 0.021023305132985115, 0.024265455082058907, 0.05446825176477432, 0.21158704161643982, 0.00020305768703110516, 0.14195869863033295, 0.295890748500824, 0.00543553102761507]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.295890748500824,吃惊/surprised
gold_00763,"[0.003255255753174424, 0.0006423392333090305, 0.001439318642951548, 0.9691290855407715, 0.0037431479431688786, 1.0582388313196134e-05, 0.005079778842628002, 0.016615957021713257, 8.443998376606032e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9691290855407715,开心/happy
gold_00764,"[0.010719629004597664, 0.00312814605422318, 0.010151270776987076, 0.6007189154624939, 0.019175931811332703, 1.3442072486213874e-05, 0.09266900271177292, 0.2631194293498993, 0.0003042382304556668]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6007189154624939,开心/happy
gold_00765,"[0.0005740596097894013, 0.00026009680004790425, 0.00015543373592663556, 0.9974834322929382, 0.000575200014282018, 1.410485856467858e-05, 0.0002211981627624482, 0.0006728634471073747, 4.360367529443465e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9974834322929382,开心/happy
gold_00766,"[0.006570847705006599, 0.003905965480953455, 0.004887758754193783, 0.4735869765281677, 0.4557686150074005, 7.531687879236415e-05, 0.024129219353199005, 0.030767908319830894, 0.00030742373201064765]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.4735869765281677,开心/happy
gold_00767,"[0.015411636792123318, 0.000697211129590869, 0.00362400826998055, 0.07499616593122482, 0.038118019700050354, 3.4897703926617396e-07, 0.007960308343172073, 0.859187662601471, 4.648215508495923e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.859187662601471,吃惊/surprised
gold_00768,"[0.0024499644059687853, 0.0005672400584444404, 0.00039390960591845214, 0.0049948967061936855, 0.9705038070678711, 1.1590510666792397e-06, 0.0014320440823212266, 0.019586484879255295, 7.044510130072013e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9705038070678711,中立/neutral
gold_00769,"[0.6022255420684814, 0.021320359781384468, 0.0072027589194476604, 0.02329290099442005, 0.007855172269046307, 4.702287333202548e-05, 0.0662294253706932, 0.2716904282569885, 0.00013642784324474633]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.6022255420684814,生气/angry
gold_00770,"[0.4040082097053528, 0.03852808102965355, 0.02609698474407196, 0.062235020101070404, 0.07693882286548615, 0.0006305007846094668, 0.17810773849487305, 0.19722536206245422, 0.016229383647441864]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.4040082097053528,生气/angry
gold_00771,"[0.00018693994206842035, 0.00010582726099528372, 0.00037585970130749047, 0.0005642452160827816, 0.001447459333576262, 9.633959052735008e-06, 0.9970530271530151, 0.0002383614773862064, 1.873560540843755e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9970530271530151,难过/sad
gold_00772,"[0.00010146424028789625, 0.00018548234947957098, 0.0003685124684125185, 0.0024637288879603148, 0.9956772923469543, 1.006853472063085e-05, 0.0006886000046506524, 0.00042570981895551085, 7.920573261799291e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9956772923469543,中立/neutral
gold_00773,"[0.10851214826107025, 0.0057309637777507305, 0.009416967630386353, 0.03792332112789154, 0.28976672887802124, 2.9208838896011002e-05, 0.2810231149196625, 0.2663368880748749, 0.0012606870150193572]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.28976672887802124,中立/neutral
gold_00774,"[0.0006201087962836027, 0.0004006104718428105, 0.0004615924262907356, 0.004969915375113487, 0.29972192645072937, 0.00018225541862193495, 0.6934585571289062, 9.789578325580806e-05, 8.711466216482222e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.6934585571289062,难过/sad
gold_00775,"[0.010821088217198849, 0.003968073055148125, 0.0030950147192925215, 0.05303698033094406, 0.060006968677043915, 3.63248836947605e-05, 0.8190484046936035, 0.04496688395738602, 0.0050202347338199615]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.8190484046936035,难过/sad
gold_00776,"[8.883295959094539e-05, 0.000111773879325483, 0.0001894535671453923, 0.008832063525915146, 0.9884662628173828, 6.076723821024643e-06, 0.0019284867448732257, 0.00032682516030035913, 5.025226710131392e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9884662628173828,中立/neutral
gold_00777,"[0.00016811433306429535, 0.002477457979694009, 0.0626896396279335, 0.003480064682662487, 0.0008028345182538033, 3.672558932521497e-07, 0.049272049218416214, 0.8804678320884705, 0.000641687773168087]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.8804678320884705,吃惊/surprised
gold_00778,"[2.003448116738582e-06, 3.0421076644415734e-06, 5.658818736264948e-06, 2.0007208149763756e-05, 0.9999017715454102, 1.5344162420660723e-06, 1.4500078577839304e-05, 4.0502482079318725e-07, 5.101196074974723e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999017715454102,中立/neutral
gold_00779,"[0.0024007365573197603, 0.0005032108747400343, 0.005019445903599262, 0.019049761816859245, 0.09568806737661362, 2.1298521346579946e-07, 0.14278917014598846, 0.7345437407493591, 5.65808113606181e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.7345437407493591,吃惊/surprised
gold_00780,"[0.04832436889410019, 0.012981116771697998, 0.03666476532816887, 0.06646561622619629, 0.17927831411361694, 6.61898375255987e-05, 0.12206811457872391, 0.5324335098266602, 0.0017180468421429396]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.5324335098266602,吃惊/surprised
gold_00781,"[0.543045163154602, 0.0599185973405838, 0.016019366681575775, 0.02184833027422428, 0.1853237897157669, 0.0032833104487508535, 0.12384240329265594, 0.03126296401023865, 0.015456113964319229]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.543045163154602,生气/angry
gold_00782,"[0.0013131990563124418, 0.0013275836827233434, 0.000654988456517458, 0.8419367074966431, 0.1473083645105362, 2.719182703003753e-05, 0.0038355784490704536, 0.003586609847843647, 9.802986824070103e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8419367074966431,开心/happy
gold_00783,"[0.0024574645794928074, 0.0032677568960934877, 0.0026425200048834085, 0.06455213576555252, 0.9063795208930969, 6.407926412066445e-05, 0.008276551961898804, 0.011860727332532406, 0.0004992145113646984]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9063795208930969,中立/neutral
gold_00784,"[0.0005543974111787975, 0.00032371317502111197, 0.00028504926012828946, 0.025366736575961113, 0.9603624939918518, 6.080211960579618e-07, 0.0021667771507054567, 0.010939713567495346, 5.367063522498938e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9603624939918518,中立/neutral
gold_00785,"[6.0308000684017316e-05, 2.157339986297302e-05, 1.4057919543120079e-05, 0.9996868371963501, 0.0001564922567922622, 3.3685510061332025e-06, 2.8689508326351643e-05, 2.8358348572510295e-05, 3.9443258970095485e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9996868371963501,开心/happy
gold_00786,"[0.011269235983490944, 0.007046783342957497, 0.0026449740398675203, 0.06384593993425369, 0.8665518164634705, 4.585595161188394e-05, 0.01245905738323927, 0.03599449247121811, 0.0001417888270225376]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8665518164634705,中立/neutral
gold_00787,"[5.405320280260639e-07, 3.2954087600955972e-06, 1.2065484042977914e-06, 0.9999864101409912, 1.2121073496018653e-06, 7.384333144955235e-08, 1.6290352959913434e-06, 4.9716636567609385e-06, 6.424751859412936e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999864101409912,开心/happy
gold_00788,"[0.01129530742764473, 0.0185107234865427, 0.006303601898252964, 0.7180618047714233, 0.21253962814807892, 0.0015709830913692713, 0.01285458356142044, 0.011404326185584068, 0.007459052838385105]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.7180618047714233,开心/happy
gold_00789,"[0.0009146034135483205, 0.0015053792158141732, 0.002515845699235797, 0.9330819249153137, 0.006032492499798536, 1.1498666935949586e-05, 0.003555776085704565, 0.03894765302538872, 0.013434802182018757]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9330819249153137,开心/happy
