,scores,labels,predicted_emotion_idx,predicted_emotion_score,predicted_emotion_label
gold_01802,"[2.3638526727154385e-06, 1.6259463109236094e-06, 2.3527243229182204e-06, 1.5965404600137845e-05, 0.9999594688415527, 1.0176599971600808e-06, 1.4318422472570091e-05, 2.5386268021065916e-07, 2.6657164653443033e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9999594688415527,中立/neutral
gold_01803,"[0.00048362213419750333, 5.6914846936706454e-05, 0.0001427480747224763, 0.014256450347602367, 0.0437433198094368, 1.1425505363149568e-05, 0.9411923289299011, 0.00011304198415018618, 1.877000954664254e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9411923289299011,难过/sad
gold_01804,"[0.140873983502388, 0.011787613853812218, 0.006216952111572027, 0.032865334302186966, 0.7621249556541443, 0.00026700543821789324, 0.01488053984940052, 0.030682556331157684, 0.00030106896883808076]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.7621249556541443,中立/neutral
gold_01805,"[0.004156265873461962, 0.020425185561180115, 0.06440044939517975, 0.012608138844370842, 0.11110066622495651, 0.0002546425675973296, 0.6364283561706543, 0.12043119221925735, 0.030195074155926704]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.6364283561706543,难过/sad
gold_01806,"[0.004202443175017834, 0.0032678914722055197, 0.0037664819974452257, 0.7539061903953552, 0.21485163271427155, 0.001280381460674107, 0.016079485416412354, 0.0023193026427179575, 0.0003261410747654736]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.7539061903953552,开心/happy
gold_01807,"[6.475216807189099e-09, 8.021481221476279e-07, 7.468902936125232e-07, 5.968746563667082e-08, 2.513935442038928e-07, 1.2433613960638468e-07, 0.9999980926513672, 6.056461554493353e-09, 1.95229121757734e-09]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9999980926513672,难过/sad
gold_01808,"[0.0005219585727900267, 0.00020283464982639998, 0.0041195000521838665, 0.9545133709907532, 0.034317925572395325, 0.0005512846983037889, 0.005384726449847221, 0.0003519360034260899, 3.652599480119534e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9545133709907532,开心/happy
gold_01809,"[0.00010063339868793264, 0.00045717202010564506, 0.00035688525531440973, 0.0005069890758022666, 0.0045610228553414345, 0.00010320136789232492, 0.9932733774185181, 6.414645031327382e-05, 0.0005765645182691514]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9932733774185181,难过/sad
gold_01810,"[0.7542821168899536, 0.13249224424362183, 0.012597272172570229, 0.02014852873980999, 0.022553568705916405, 0.0026284444611519575, 0.018655115738511086, 0.03351151570677757, 0.003131214762106538]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.7542821168899536,生气/angry
gold_01811,"[0.030921434983611107, 0.011176797561347485, 0.006219067610800266, 0.8037932515144348, 0.04730755090713501, 0.00019620095554273576, 0.05142509192228317, 0.048700906336307526, 0.0002596492995508015]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8037932515144348,开心/happy
gold_01812,"[4.3055111746070907e-05, 3.084283889620565e-05, 3.185320383636281e-05, 0.00021246660617180169, 0.9995293617248535, 3.4546246752142906e-06, 0.00010259076952934265, 2.479152499290649e-05, 2.169661456719041e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9995293617248535,中立/neutral
gold_01813,"[8.326731040142477e-05, 0.00024154610582627356, 3.3258944313274696e-05, 0.0009027275373227894, 0.9981659054756165, 2.3931910618557595e-05, 0.00014020499656908214, 2.7409092581365258e-05, 0.00038169079925864935]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9981659054756165,中立/neutral
gold_01814,"[0.010622046887874603, 0.001879689167253673, 0.0015920631121844053, 0.6380882263183594, 0.30923110246658325, 1.974846782104578e-05, 0.01654929667711258, 0.022015869617462158, 1.972013706108555e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6380882263183594,开心/happy
gold_01815,"[0.0002727688988670707, 0.00014559499686583877, 0.0003970581165049225, 0.007295818533748388, 0.983250081539154, 6.266980676628009e-07, 0.00251943850889802, 0.006117173004895449, 1.412622737007041e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.983250081539154,中立/neutral
gold_01816,"[0.09518447518348694, 0.008399106562137604, 0.011067482642829418, 0.05505268648266792, 0.12337233871221542, 1.9102079022559337e-05, 0.16421610116958618, 0.5424158573150635, 0.0002727808605413884]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.5424158573150635,吃惊/surprised
gold_01817,"[0.06673667579889297, 0.034293171018362045, 0.00713368458673358, 0.009527066722512245, 0.0808037668466568, 1.2216678442200646e-05, 0.02788941189646721, 0.7729106545448303, 0.0006932624964974821]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.7729106545448303,吃惊/surprised
gold_01818,"[0.0008448267471976578, 0.0005503487773239613, 0.0011352503206580877, 0.012784667313098907, 0.9767407178878784, 8.50634569360409e-06, 0.0017315791919827461, 0.006100098602473736, 0.00010401901818113402]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9767407178878784,中立/neutral
gold_01819,"[0.4243290424346924, 0.005573853384703398, 0.003527998458594084, 0.01149399671703577, 0.014575529843568802, 0.0001284908503293991, 0.516943633556366, 0.023163707926869392, 0.00026374508161097765]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.516943633556366,难过/sad
gold_01820,"[0.00014490485773421824, 0.0004077992052771151, 0.02191225066781044, 0.0009351297048851848, 0.9415032863616943, 0.00035431221476756036, 0.028380651026964188, 0.00039194856071844697, 0.005969743710011244]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9415032863616943,中立/neutral
gold_01821,"[0.9146139621734619, 0.0006500733434222639, 0.00023946355213411152, 0.00037247498403303325, 0.0013396349968388677, 5.024021811550483e-05, 0.08230379968881607, 0.00042916854727081954, 1.0854784022740205e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9146139621734619,生气/angry
gold_01822,"[5.033374691265635e-05, 1.9784349206020124e-05, 0.9779502749443054, 0.0006302927504293621, 0.0004589686286635697, 5.482083906827029e-07, 0.0009302295511588454, 0.019951820373535156, 7.751904377073515e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",2,0.9779502749443054,恐惧/fearful
gold_01823,"[0.001279883668757975, 0.0009030738729052246, 0.0025555549655109644, 0.021875763311982155, 0.9495645761489868, 3.40164770022966e-05, 0.018854741007089615, 0.004875190556049347, 5.724664879380725e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9495645761489868,中立/neutral
gold_01824,"[0.6511585712432861, 0.03141815960407257, 0.011373703368008137, 0.17109285295009613, 0.03595191240310669, 0.004485272336751223, 0.07272236049175262, 0.0194716714322567, 0.002325435634702444]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.6511585712432861,生气/angry
gold_01825,"[0.8110991716384888, 0.007954156026244164, 0.0054655601270496845, 0.034402891993522644, 0.02615337073802948, 0.00015551425167359412, 0.06444372236728668, 0.050262536853551865, 6.315731297945604e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.8110991716384888,生气/angry
gold_01826,"[0.26480692625045776, 0.006433785427361727, 0.008480141870677471, 0.2986392378807068, 0.06128152459859848, 0.00015761482063680887, 0.2752716839313507, 0.08475890755653381, 0.0001700779830571264]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.2986392378807068,开心/happy
gold_01827,"[0.0011959823314100504, 0.0007720950525254011, 0.0013518279884010553, 0.002872527576982975, 0.03889735788106918, 3.5269916764946174e-08, 0.007223985157907009, 0.9476779103279114, 8.226255886256695e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9476779103279114,吃惊/surprised
gold_01828,"[8.448956118067841e-11, 2.922256048254468e-10, 1.9989458699409823e-10, 1.0, 1.188520393213821e-10, 3.3722819675618965e-11, 3.7874117730929413e-10, 2.721634861924116e-10, 9.383316172673073e-12]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,1.0,开心/happy
gold_01829,"[0.0018636840395629406, 0.0006553872372023761, 0.0006826046737842262, 0.990339457988739, 0.003794055199250579, 5.4848067520651966e-05, 0.0007700111600570381, 0.001760516781359911, 7.945035031298175e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.990339457988739,开心/happy
gold_01830,"[0.0004407470114529133, 0.0007234367076307535, 0.0011305155931040645, 0.9077937602996826, 0.0579431988298893, 2.5219183044100646e-06, 0.0023296601139009, 0.029618702828884125, 1.7556709281052463e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9077937602996826,开心/happy
gold_01831,"[0.010420416481792927, 0.003557858057320118, 0.0028508014511317015, 0.16349473595619202, 0.757503092288971, 3.730347452801652e-05, 0.029165154322981834, 0.03285916522145271, 0.00011154393723700196]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.757503092288971,中立/neutral
gold_01832,"[0.011626495979726315, 0.0019845266360789537, 0.003177640261128545, 0.008327501825988293, 0.16326484084129333, 0.0005307914107106626, 0.809229850769043, 0.0015898123383522034, 0.0002685069339349866]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.809229850769043,难过/sad
gold_01833,"[0.028839074075222015, 0.032928235828876495, 0.008902258239686489, 0.016579288989305496, 0.03457826003432274, 1.2695355508185457e-05, 0.12277290225028992, 0.7550401091575623, 0.00034718148526735604]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.7550401091575623,吃惊/surprised
gold_01834,"[0.00016514603339601308, 6.899572326801717e-05, 5.7195371482521296e-05, 0.9973567724227905, 0.001720098196528852, 1.8949945115309674e-06, 0.00020393144222907722, 0.0004250486381351948, 1.0320804904040415e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9973567724227905,开心/happy
gold_01835,"[5.159987631486729e-05, 0.00026591436471790075, 8.196901035262272e-05, 0.9988265633583069, 0.0002551575598772615, 1.7017715435940772e-05, 0.00028443607152439654, 0.00015368997992482036, 6.363718421198428e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9988265633583069,开心/happy
gold_01836,"[0.0032941484823822975, 0.002782209310680628, 0.0015727984718978405, 0.00577383441850543, 0.8953639268875122, 6.060663145035505e-05, 0.08724982291460037, 0.0038125826977193356, 9.000064164865762e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8953639268875122,中立/neutral
gold_01837,"[0.05871223658323288, 0.0013740737922489643, 0.003050729166716337, 0.0173645056784153, 0.01856982335448265, 5.70818770029291e-07, 0.0045507545582950115, 0.8963207006454468, 5.66167727811262e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.8963207006454468,吃惊/surprised
gold_01838,"[0.02982288785278797, 0.0009917309507727623, 0.0007333423127420247, 0.0013336369302123785, 0.0017286952352151275, 4.979197547072545e-05, 0.9634098410606384, 0.0018092208774760365, 0.00012086561764590442]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.9634098410606384,难过/sad
gold_01839,"[1.8370827092439868e-05, 9.455667895963416e-05, 0.00017646820924710482, 0.0003401328867767006, 7.833724521333352e-05, 1.46892414898403e-10, 0.00022279821860138327, 0.9990605711936951, 8.815226465230808e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9990605711936951,吃惊/surprised
gold_01840,"[0.0030247410759329796, 0.0026187552139163017, 0.002120485994964838, 0.030348733067512512, 0.9095468521118164, 0.0007296543335542083, 0.007816951721906662, 0.0012848218902945518, 0.04250906780362129]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9095468521118164,中立/neutral
gold_01841,"[0.9658265113830566, 0.0005338425980880857, 0.001040758565068245, 0.009608089923858643, 0.010118521749973297, 2.818752000166569e-05, 0.005436588544398546, 0.007395568769425154, 1.1992989129794296e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9658265113830566,生气/angry
gold_01842,"[0.012617891654372215, 0.004544523078948259, 0.00678872549906373, 0.4513201415538788, 0.3891196846961975, 3.7216283089946955e-05, 0.04540169611573219, 0.09007951617240906, 9.058580326382071e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.4513201415538788,开心/happy
gold_01843,"[3.3393090514977075e-09, 3.6148659177115405e-08, 1.2404127502918527e-08, 0.9999998807907104, 1.592881604395302e-09, 3.060594000459105e-10, 1.2995250209257847e-08, 6.13777473290611e-08, 4.770289718791787e-10]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999998807907104,开心/happy
gold_01844,"[0.007162926252931356, 0.017246872186660767, 0.014344081282615662, 0.25769102573394775, 0.2592414915561676, 7.124434341676533e-05, 0.17681661248207092, 0.2570483386516571, 0.010377420112490654]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.2592414915561676,中立/neutral
gold_01845,"[0.00025747387553565204, 0.00019968461128883064, 0.00021582450426649302, 0.997347354888916, 0.0005466724396683276, 7.369377271970734e-06, 0.0004990737652406096, 0.0009145145304501057, 1.1988551705144346e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.997347354888916,开心/happy
gold_01846,"[0.1273307353258133, 0.03749726712703705, 0.012762293219566345, 0.17757804691791534, 0.2988850772380829, 0.00021459358686115593, 0.07398547232151031, 0.26517239212989807, 0.006574129685759544]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.2988850772380829,中立/neutral
gold_01847,"[0.012204667553305626, 0.002143061487004161, 0.012333902530372143, 0.17915067076683044, 0.13739070296287537, 4.404083938425174e-06, 0.09636525064706802, 0.5603615045547485, 4.588709998643026e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.5603615045547485,吃惊/surprised
gold_01848,"[0.03706084564328194, 0.012543322518467903, 0.02032952755689621, 0.5854038596153259, 0.00721555482596159, 9.138415771303698e-05, 0.03800062835216522, 0.29448428750038147, 0.004870681092143059]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.5854038596153259,开心/happy
gold_01849,"[0.00027947459602728486, 0.0001225745363626629, 0.00038904842222109437, 0.9134281277656555, 0.015746818855404854, 9.543114742882608e-08, 0.002022298751398921, 0.06801053881645203, 9.434097592020407e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9134281277656555,开心/happy
gold_01850,"[0.001907462254166603, 0.0029679310973733664, 0.000802901980932802, 0.931341290473938, 0.05802418664097786, 0.0002572607190813869, 0.003100999863818288, 0.0015443358570337296, 5.3582083637593314e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.931341290473938,开心/happy
gold_01851,"[0.0004267673066351563, 0.0003661906812340021, 0.0009993691928684711, 0.8801686763763428, 0.11094881594181061, 0.0010397258447483182, 0.002789783990010619, 9.490760567132384e-05, 0.0031657798681408167]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.8801686763763428,开心/happy
gold_01852,"[0.0008913531783036888, 0.00019779747526627034, 0.00818399153649807, 0.0006665785331279039, 0.9836227297782898, 5.036694710724987e-05, 0.003931635990738869, 0.0013563698157668114, 0.001099159475415945]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9836227297782898,中立/neutral
gold_01853,"[0.0058385771699249744, 0.003778634360060096, 0.007829748094081879, 0.04871203750371933, 0.8559328317642212, 0.00011499460379127413, 0.051023490726947784, 0.02406257577240467, 0.0027070590294897556]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8559328317642212,中立/neutral
gold_01854,"[0.28656962513923645, 0.024385394528508186, 0.012545706704258919, 0.11499204486608505, 0.0854700580239296, 0.00019248998432885855, 0.23879149556159973, 0.23449288308620453, 0.0025603529065847397]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.28656962513923645,生气/angry
gold_01855,"[0.0018245842074975371, 0.017917446792125702, 0.012402747757732868, 0.12205810099840164, 0.05902447551488876, 9.366513950226363e-06, 0.020700626075267792, 0.7599647641181946, 0.00609787181019783]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.7599647641181946,吃惊/surprised
gold_01856,"[0.016692638397216797, 0.01231424044817686, 0.0451311357319355, 0.2474352866411209, 0.08696397393941879, 0.001293760142289102, 0.5558591485023499, 0.03302063047885895, 0.0012891581282019615]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",6,0.5558591485023499,难过/sad
gold_01857,"[6.174406280479161e-06, 2.3750983473291853e-06, 5.064108336227946e-06, 0.9999258518218994, 1.796457127056783e-06, 4.268553155384325e-08, 7.294848728633951e-06, 5.1353403250686824e-05, 6.655153583778883e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9999258518218994,开心/happy
gold_01858,"[0.0005626696511171758, 0.004150621127337217, 0.001488327281549573, 0.0010546044213697314, 0.006941006984561682, 7.094109832905815e-08, 0.009241106919944286, 0.9761685729026794, 0.00039297272451221943]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9761685729026794,吃惊/surprised
gold_01859,"[0.9966444969177246, 0.00011793497105827555, 0.00012209091801196337, 0.0004067202680744231, 0.0012037670239806175, 6.362918156810338e-06, 0.0008589919307269156, 0.0006389202317222953, 6.938084879948292e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",0,0.9966444969177246,生气/angry
gold_01860,"[1.587690167070832e-05, 8.470515240333043e-06, 9.359077012049966e-06, 0.9998995065689087, 2.7234715162194334e-05, 1.8100020042766118e-06, 2.423301339149475e-05, 1.2949170923093334e-05, 5.795787956230924e-07]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9998995065689087,开心/happy
gold_01861,"[0.0016792148817330599, 0.0009484524489380419, 0.0007681960705667734, 0.9688720703125, 0.015270782634615898, 9.67852884059539e-06, 0.0019039380131289363, 0.010537456721067429, 1.0054810445581097e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9688720703125,开心/happy
gold_01862,"[8.808491111267358e-05, 0.00020609177590813488, 0.0001374401181237772, 0.0010788360377773643, 0.0002015112986555323, 5.816364612165614e-10, 0.0004653101786971092, 0.9978159666061401, 6.718336862832075e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9978159666061401,吃惊/surprised
gold_01863,"[0.004845978692173958, 0.0012768433662131429, 0.003960386849939823, 0.6137580871582031, 0.14439460635185242, 2.32291927204642e-06, 0.007339073345065117, 0.22441869974136353, 3.994627604697598e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.6137580871582031,开心/happy
gold_01864,"[2.7295103791402653e-05, 3.664322866825387e-05, 3.864299287670292e-05, 0.9988783001899719, 0.00011959271068917587, 1.3859230421076063e-06, 5.044550562161021e-05, 0.00017879708320833743, 0.0006688219727948308]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",3,0.9988783001899719,开心/happy
gold_01865,"[0.000467475299956277, 0.000392990157706663, 0.0010709743946790695, 0.008529091253876686, 0.9778754711151123, 3.1116046557144728e-06, 0.0009902769234031439, 0.009965614415705204, 0.0007050379063002765]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9778754711151123,中立/neutral
gold_01866,"[0.0009970443788915873, 0.00264575588516891, 0.006140995770692825, 0.05339105427265167, 0.8744849562644958, 3.411060606595129e-05, 0.003229530295357108, 0.027513451874256134, 0.03156310319900513]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8744849562644958,中立/neutral
gold_01867,"[0.007658993359655142, 0.011261120438575745, 0.002736260648816824, 0.004561365116387606, 0.8239272236824036, 7.912434739409946e-06, 0.008935106918215752, 0.13981805741786957, 0.0010939959902316332]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.8239272236824036,中立/neutral
gold_01868,"[0.0001889900304377079, 0.0002867555886041373, 0.00032058521173894405, 0.03872796520590782, 0.003461473621428013, 4.461400138211502e-09, 0.00023040491214487702, 0.9567680954933167, 1.5806566807441413e-05]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",7,0.9567680954933167,吃惊/surprised
gold_01869,"[3.635038956417702e-05, 6.5421249928476755e-06, 0.997921884059906, 0.0018068572971969843, 3.840160934487358e-05, 1.9006947695743293e-05, 2.2879403331899084e-05, 0.00014297498273663223, 5.240821792540373e-06]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",2,0.997921884059906,恐惧/fearful
gold_01870,"[1.7166987618111307e-06, 8.403376909882354e-07, 3.918025868188124e-06, 2.5210447347490117e-05, 0.9997596144676208, 5.450377926763394e-10, 1.0470232155057602e-05, 0.00019813483231700957, 3.67673997914153e-08]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.9997596144676208,中立/neutral
gold_01871,"[0.1273205727338791, 0.012138808146119118, 0.011462398804724216, 0.30135831236839294, 0.45732060074806213, 0.0002770610444713384, 0.00916956178843975, 0.08071653544902802, 0.00023614945530425757]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.45732060074806213,中立/neutral
gold_01872,"[0.2722055912017822, 0.04741440340876579, 0.007298123091459274, 0.04374047368764877, 0.5487338900566101, 0.0011738573666661978, 0.04340939596295357, 0.03333434462547302, 0.0026899706572294235]","['生气/angry', '厌恶/disgusted', '恐惧/fearful', '开心/happy', '中立/neutral', '其他/other', '难过/sad', '吃惊/surprised', '<unk>']",4,0.5487338900566101,中立/neutral
